city,city_ascii,state_id,state_name,county_fips,county_name,lat,lng,population,density,source,military,incorporated,timezone,ranking,zips,id
forest ranch,Forest Ranch,CA,California,6007,Butte,39.8952,-121.6704,1974,54.7,shape,False,False,America/Los_Angeles,3,95942,1840025569
dawson springs,Dawson Springs,KY,Kentucky,21107,Hopkins,37.174,-87.688,1973,198.3,shape,False,True,America/Chicago,3,42408,1840014367
saranac,Saranac,MI,Michigan,26067,Ionia,42.9294,-85.2105,1973,662.3,shape,False,True,America/Detroit,3,48881,1840011018
salt creek commons,Salt Creek Commons,IN,Indiana,18127,Porter,41.5112,-87.1413,1973,1642.6,shape,False,True,America/Chicago,3,46385,1840043144
albany,Albany,KY,Kentucky,21053,Clinton,36.6906,-85.1353,1972,334.8,shape,False,True,America/Chicago,3,42602,1840013289
amity,Amity,OR,Oregon,41071,Yamhill,45.1153,-123.2033,1972,1281.9,shape,False,True,America/Los_Angeles,3,97101,1840018572
lake ripley,Lake Ripley,WI,Wisconsin,55055,Jefferson,43.0045,-88.9829,1972,228.1,shape,False,False,America/Chicago,3,53523,1840004351
century,Century,FL,Florida,12033,Escambia,30.9767,-87.2629,1972,236.5,shape,False,True,America/Chicago,3,32535,1840017155
prudhoe bay,Prudhoe Bay,AK,Alaska,2185,North Slope,70.3148,-148.7167,1971,1.9,shape,False,False,America/Anchorage,3,99519 99734,1840023478
rio hondo,Rio Hondo,TX,Texas,48061,Cameron,26.2346,-97.5818,1970,450.4,shape,False,True,America/Chicago,3,78583 78550,1840021038
oakhurst,Oakhurst,OK,Oklahoma,40143,Tulsa,36.0825,-96.0643,1970,137.6,shape,False,False,America/Chicago,3,74050 74131 74107 74157,1840019074
stone ridge,Stone Ridge,NY,New York,36111,Ulster,41.8436,-74.1518,1970,127.8,shape,False,False,America/New_York,3,12484 12440,1840004724
west glendive,West Glendive,MT,Montana,30021,Dawson,47.1057,-104.754,1968,197.7,shape,False,False,America/Denver,3,59330,1840032841
camino,Camino,CA,California,6017,El Dorado,38.7422,-120.6808,1968,295.5,shape,False,False,America/Los_Angeles,3,95709,1840022477
baden,Baden,MD,Maryland,24033,Prince George's,38.672,-76.7428,1968,27.5,shape,False,False,America/New_York,3,20613 20772,1840024540
idaho springs,Idaho Springs,CO,Colorado,8019,Clear Creek,39.7444,-105.5006,1968,318.6,shape,False,True,America/Denver,3,80452,1840018790
little cypress,Little Cypress,TX,Texas,48361,Orange,30.1773,-93.7538,1968,200.1,shape,False,False,America/Chicago,3,77632,1840036273
ortonville,Ortonville,MN,Minnesota,27011,Big Stone,45.3018,-96.4415,1968,181.2,shape,False,True,America/Chicago,3,56278,1840008896
enfield,Enfield,NC,North Carolina,37083,Halifax,36.18,-77.669,1967,583.8,shape,False,True,America/New_York,3,27823,1840016063
clinton,Clinton,NY,New York,36065,Oneida,43.0489,-75.3784,1967,1213.5,shape,False,True,America/New_York,3,13323,1840004223
boles acres,Boles Acres,NM,New Mexico,35035,Otero,32.8198,-105.978,1967,62.0,shape,False,False,America/Denver,3,88311 88310,1840018038
ocklawaha,Ocklawaha,FL,Florida,12083,Marion,29.0442,-81.9339,1966,317.5,shape,False,False,America/New_York,3,32179 32183,1840047928
buena vista,Buena Vista,GA,Georgia,13197,Marion,32.3188,-84.5177,1966,235.8,shape,False,True,America/New_York,3,31803,1840013827
kenilworth,Kenilworth,PA,Pennsylvania,42029,Chester,40.2242,-75.6418,1966,444.8,shape,False,False,America/New_York,3,19465,1840035042
hartley,Hartley,CA,California,6095,Solano,38.4203,-121.952,1966,117.3,shape,False,False,America/Los_Angeles,3,95688,1840024675
shamrock,Shamrock,TX,Texas,48483,Wheeler,35.2154,-100.2462,1966,370.9,shape,False,True,America/Chicago,3,79079,1840021758
freeland,Freeland,WA,Washington,53029,Island,48.0186,-122.5359,1966,195.7,shape,False,False,America/Los_Angeles,3,98249,1840017317
wabasso beach,Wabasso Beach,FL,Florida,12061,Indian River,27.7569,-80.3991,1966,626.6,shape,False,False,America/New_York,3,32963,1840014161
tenino,Tenino,WA,Washington,53067,Thurston,46.8538,-122.8606,1965,521.2,shape,False,True,America/Los_Angeles,3,98589,1840021144
van horn,Van Horn,TX,Texas,48109,Culberson,31.0407,-104.8341,1965,267.4,shape,False,True,America/Chicago,3,79855,1840023110
three way,Three Way,TN,Tennessee,47113,Madison,35.772,-88.8572,1965,168.9,shape,False,True,America/Chicago,3,38343,1840036153
crystal lawns,Crystal Lawns,IL,Illinois,17197,Will,41.5685,-88.1638,1965,1150.5,shape,False,False,America/Chicago,3,60431 60435,1840029896
troup,Troup,TX,Texas,48423,Smith,32.145,-95.1229,1965,308.7,shape,False,True,America/Chicago,3,75789,1840022075
roundup,Roundup,MT,Montana,30065,Musselshell,46.4484,-108.5401,1964,586.4,shape,False,True,America/Denver,3,59072,1840019885
syracuse,Syracuse,NE,Nebraska,31131,Otoe,40.6635,-96.1827,1964,593.8,shape,False,True,America/Chicago,3,68446,1840009400
crystal lake,Crystal Lake,CT,Connecticut,9110,Capitol,41.9334,-72.3812,1963,85.0,shape,False,False,America/New_York,3,06029,1840000506
stewart manor,Stewart Manor,NY,New York,36059,Nassau,40.7202,-73.6854,1963,3449.3,shape,False,True,America/New_York,2,11530,1840005328
broad creek,Broad Creek,NC,North Carolina,37031,Carteret,34.7304,-76.9241,1963,243.9,shape,False,False,America/New_York,3,28570,1840025835
mayo,Mayo,SC,South Carolina,45083,Spartanburg,35.0857,-81.8535,1963,249.3,shape,False,False,America/New_York,3,29368 29323 29330,1840013513
hopkins,Hopkins,SC,South Carolina,45079,Richland,33.8983,-80.8599,1962,45.9,shape,False,False,America/New_York,3,29061 29290,1840026977
ronan,Ronan,MT,Montana,30047,Lake,47.5287,-114.1005,1962,616.4,shape,False,True,America/Denver,3,59864,1840019801
zwolle,Zwolle,LA,Louisiana,22085,Sabine,31.6398,-93.6412,1961,166.0,shape,False,True,America/Chicago,3,71486,1840017064
st. bonaventure,St. Bonaventure,NY,New York,36009,Cattaraugus,42.0802,-78.4748,1961,397.2,shape,False,False,America/New_York,3,14760 14778 14706,1840034060
sewall's point,Sewall's Point,FL,Florida,12085,Martin,27.1971,-80.1982,1961,642.8,shape,False,True,America/New_York,3,34996 34958,1840018304
hazen,Hazen,AR,Arkansas,5117,Prairie,34.7964,-91.5714,1960,215.1,shape,False,True,America/Chicago,3,72064,1840014625
gearhart,Gearhart,OR,Oregon,41007,Clatsop,46.0289,-123.9173,1959,404.7,shape,False,True,America/Los_Angeles,3,97138,1840019905
port byron,Port Byron,IL,Illinois,17161,Rock Island,41.616,-90.328,1959,311.6,shape,False,True,America/Chicago,3,61275,1840011441
liberty,Liberty,IN,Indiana,18161,Union,39.6349,-84.926,1958,960.3,shape,False,True,America/Indiana/Indianapolis,3,47353,1840013860
north eastham,North Eastham,MA,Massachusetts,25001,Barnstable,41.8539,-69.9968,1958,219.6,shape,False,False,America/New_York,3,02642,1840004758
mountain lodge park,Mountain Lodge Park,NY,New York,36071,Orange,41.3867,-74.1419,1957,510.3,shape,False,False,America/New_York,3,10950,1840026299
sonoma state university,Sonoma State University,CA,California,6097,Sonoma,38.3406,-122.6729,1957,1810.3,shape,False,False,America/Los_Angeles,3,94928,1840144976
sparta,Sparta,NC,North Carolina,37005,Alleghany,36.5034,-81.1217,1957,321.7,shape,False,True,America/New_York,3,28675,1840017700
stanfield,Stanfield,OR,Oregon,41059,Umatilla,45.7846,-119.2187,1956,435.7,shape,False,True,America/Los_Angeles,3,97875,1840021193
humboldt,Humboldt,KS,Kansas,20001,Allen,37.8125,-95.4363,1956,494.6,shape,False,True,America/Chicago,3,66748,1840001680
glen lyon,Glen Lyon,PA,Pennsylvania,42079,Luzerne,41.1806,-76.0785,1956,210.2,shape,False,False,America/New_York,3,18617,1840004912
milford,Milford,IN,Indiana,18085,Kosciusko,41.4143,-85.8446,1955,503.3,shape,False,True,America/Indiana/Indianapolis,3,46542,1840009307
tigerville,Tigerville,SC,South Carolina,45045,Greenville,35.0669,-82.3695,1955,568.2,shape,False,False,America/New_York,3,29690 29687,1840026953
reidville,Reidville,SC,South Carolina,45083,Spartanburg,34.8657,-82.1063,1955,428.5,shape,False,True,America/New_York,3,29334 29375 29388,1840017882
burns flat,Burns Flat,OK,Oklahoma,40149,Washita,35.3547,-99.1751,1954,871.5,shape,False,True,America/Chicago,3,73624,1840021780
georgetown,Georgetown,PA,Pennsylvania,42079,Luzerne,41.2271,-75.8722,1953,893.3,shape,False,False,America/New_York,3,18702,1840144823
kemah,Kemah,TX,Texas,48167,Galveston,29.5309,-95.0196,1952,411.0,shape,False,True,America/Chicago,3,77565,1840019666
johnson city,Johnson City,TX,Texas,48031,Blanco,30.2743,-98.4065,1952,386.2,shape,False,True,America/Chicago,3,78636,1840019595
centerburg,Centerburg,OH,Ohio,39083,Knox,40.3038,-82.6976,1952,779.5,shape,False,True,America/New_York,3,43011,1840010420
mcconnell afb,McConnell AFB,KS,Kansas,20173,Sedgwick,37.625,-97.26,1952,181.7,shape,True,True,America/Chicago,4,67210 67221,1840039354
melrose park,Melrose Park,NY,New York,36011,Cayuga,42.9085,-76.5263,1951,201.9,shape,False,False,America/New_York,3,13021,1840004237
winlock,Winlock,WA,Washington,53041,Lewis,46.4907,-122.9341,1951,222.8,shape,False,True,America/Los_Angeles,3,98596,1840021164
indian springs,Indian Springs,GA,Georgia,13047,Catoosa,34.9606,-85.159,1951,294.1,shape,False,False,America/New_York,3,30736,1840013552
ridgebury,Ridgebury,CT,Connecticut,9190,Western Connecticut,41.357,-73.5267,1949,137.2,shape,False,False,America/New_York,3,06877,1840044928
mount sterling,Mount Sterling,IL,Illinois,17009,Brown,39.9853,-90.7642,1949,629.9,shape,False,True,America/Chicago,3,62353,1840008395
brownsville,Brownsville,OR,Oregon,41043,Linn,44.3922,-122.9834,1949,560.3,shape,False,True,America/Los_Angeles,3,97327,1840018606
quitman,Quitman,MS,Mississippi,28023,Clarke,32.0417,-88.7202,1949,145.4,shape,False,True,America/Chicago,3,39355,1840014920
new egypt,New Egypt,NJ,New Jersey,34029,Ocean,40.0645,-74.5284,1949,189.6,shape,False,False,America/New_York,3,08533,1840005531
lattingtown,Lattingtown,NY,New York,36059,Nassau,40.8922,-73.5967,1948,200.7,shape,False,True,America/New_York,3,11560,1840005301
baraga,Baraga,MI,Michigan,26013,Baraga,46.7766,-88.4966,1948,315.6,shape,False,True,America/Detroit,3,49908,1840010914
beattyville,Beattyville,KY,Kentucky,21129,Lee,37.5862,-83.7065,1948,327.7,shape,False,True,America/New_York,3,41311,1840013234
dolgeville,Dolgeville,NY,New York,36043,Herkimer,43.1031,-74.7749,1948,408.3,shape,False,True,America/New_York,3,13329,1840004156
lorenz park,Lorenz Park,NY,New York,36021,Columbia,42.2669,-73.77,1947,421.2,shape,False,False,America/New_York,3,12534,1840034053
waverly,Waverly,MN,Minnesota,27171,Wright,45.065,-93.967,1947,453.5,shape,False,True,America/Chicago,3,55390,1840009994
stevenson,Stevenson,AL,Alabama,1071,Jackson,34.8487,-85.8437,1947,97.7,shape,False,True,America/Chicago,3,35772,1840016526
suffield depot,Suffield Depot,CT,Connecticut,9110,Capitol,41.9843,-72.6465,1947,351.0,shape,False,False,America/New_York,3,06078,1840028603
hampton,Hampton,IL,Illinois,17161,Rock Island,41.5555,-90.4047,1946,514.2,shape,False,True,America/Chicago,3,61256,1840011437
oxford,Oxford,GA,Georgia,13217,Newton,33.6277,-83.8721,1945,348.7,shape,False,True,America/New_York,3,30054,1840014809
coushatta,Coushatta,LA,Louisiana,22081,Red River,32.0256,-93.3406,1945,224.8,shape,False,True,America/Chicago,3,71019,1840017029
isle of hope,Isle of Hope,GA,Georgia,13051,Chatham,31.9848,-81.0532,1945,383.0,shape,False,False,America/New_York,3,31406,1840013837
berry hill,Berry Hill,TN,Tennessee,47037,Davidson,36.1196,-86.7673,1944,828.7,shape,False,True,America/Chicago,3,37211 37204,1840013347
dauphin island,Dauphin Island,AL,Alabama,1097,Mobile,30.2525,-88.1438,1944,120.0,shape,False,True,America/Chicago,3,36528,1840017141
shippensburg university,Shippensburg University,PA,Pennsylvania,42041,Cumberland,40.0618,-77.5231,1944,3766.5,shape,False,True,America/New_York,2,17257,1840043364
central,Central,TN,Tennessee,47019,Carter,36.3289,-82.294,1944,213.1,shape,False,False,America/New_York,3,37601,1840013312
shinnecock hills,Shinnecock Hills,NY,New York,36103,Suffolk,40.8877,-72.4554,1944,266.4,shape,False,False,America/New_York,3,11968,1840005096
hampden-sydney,Hampden-Sydney,VA,Virginia,51147,Prince Edward,37.2415,-78.4693,1942,193.3,shape,False,True,America/New_York,4,23943 23901,1840037380
cimarron,Cimarron,KS,Kansas,20069,Gray,37.8097,-100.3453,1942,650.8,shape,False,True,America/Chicago,3,67835,1840007558
ritzville,Ritzville,WA,Washington,53001,Adams,47.1253,-118.3809,1942,339.7,shape,False,True,America/Los_Angeles,3,99169,1840019861
kodiak station,Kodiak Station,AK,Alaska,2150,Kodiak Island,57.745,-152.5442,1941,32.3,shape,True,True,America/Anchorage,4,99615,1840075081
monticello,Monticello,UT,Utah,49037,San Juan,37.8683,-109.338,1941,223.6,shape,False,True,America/Denver,3,84535,1840020257
woodville,Woodville,OH,Ohio,39143,Sandusky,41.451,-83.364,1940,555.8,shape,False,True,America/New_York,3,43469,1840011602
roseville,Roseville,OH,Ohio,39127,Perry,39.8064,-82.0758,1940,1089.6,shape,False,True,America/New_York,3,43777,1840012393
grove hill,Grove Hill,AL,Alabama,1025,Clarke,31.7006,-87.7748,1940,98.7,shape,False,True,America/Chicago,4,36451,1840005924
atlantis,Atlantis,FL,Florida,12099,Palm Beach,26.5962,-80.1031,1940,545.1,shape,False,True,America/New_York,3,33462,1840014203
ossun,Ossun,LA,Louisiana,22055,Lafayette,30.2834,-92.107,1940,220.7,shape,False,False,America/Chicago,3,70520 70583 70507,1840025124
mercersburg,Mercersburg,PA,Pennsylvania,42055,Franklin,39.8318,-77.9028,1940,830.5,shape,False,True,America/New_York,3,17236,1840001412
pimlico,Pimlico,SC,South Carolina,45015,Berkeley,33.0989,-79.9606,1940,1091.3,shape,False,False,America/New_York,3,29461,1840106699
lame deer,Lame Deer,MT,Montana,30087,Rosebud,45.6176,-106.6134,1939,13.5,shape,False,False,America/Denver,3,59043,1840017373
maple park,Maple Park,IL,Illinois,17037,DeKalb,41.9095,-88.6076,1939,327.1,shape,False,True,America/Chicago,3,60151,1840011349
gate city,Gate City,VA,Virginia,51169,Scott,36.6401,-82.5782,1939,188.1,shape,False,True,America/New_York,3,24251,1840006544
jarales,Jarales,NM,New Mexico,35061,Valencia,34.6147,-106.7631,1939,85.9,shape,False,False,America/Denver,3,87002 87023,1840017904
paulina,Paulina,LA,Louisiana,22093,St. James,30.0351,-90.7226,1939,162.1,shape,False,False,America/Chicago,3,70763,1840025128
siesta shores,Siesta Shores,TX,Texas,48505,Zapata,26.8548,-99.2605,1939,1020.3,shape,False,False,America/Chicago,3,78076,1840019720
seneca,Seneca,MO,Missouri,29145,Newton,36.8446,-94.6093,1938,292.4,shape,False,True,America/Chicago,3,64865,1840009927
tonopah,Tonopah,NV,Nevada,32023,Nye,38.0822,-117.2246,1938,80.8,shape,False,False,America/Los_Angeles,3,89049,1840018822
jeffersonville,Jeffersonville,KY,Kentucky,21173,Montgomery,37.966,-83.8319,1937,272.6,shape,False,True,America/New_York,3,40337,1840014320
new athens,New Athens,IL,Illinois,17163,St. Clair,38.3188,-89.8743,1937,354.1,shape,False,True,America/Chicago,3,62264,1840012876
caledonia,Caledonia,MI,Michigan,26081,Kent,42.7945,-85.5153,1936,557.3,shape,False,True,America/Detroit,3,49316,1840010066
holden,Holden,MO,Missouri,29101,Johnson,38.7136,-93.9895,1936,310.1,shape,False,True,America/Chicago,3,64040,1840007434
st. george,St. George,SC,South Carolina,45035,Dorchester,33.1861,-80.5794,1935,262.5,shape,False,True,America/New_York,3,29477,1840018042
manchester center,Manchester Center,VT,Vermont,50003,Bennington,43.182,-73.0369,1935,161.5,shape,False,False,America/New_York,3,05255,1840002899
byhalia,Byhalia,MS,Mississippi,28093,Marshall,34.869,-89.689,1935,105.1,shape,False,True,America/Chicago,3,38611,1840015522
wapello,Wapello,IA,Iowa,19115,Louisa,41.1773,-91.1881,1935,575.3,shape,False,True,America/Chicago,3,52653,1840010282
valley view,Valley View,OH,Ohio,39035,Cuyahoga,41.3831,-81.6067,1934,137.5,shape,False,True,America/New_York,3,44125,1840003417
slater-marietta,Slater-Marietta,SC,South Carolina,45045,Greenville,35.0348,-82.4926,1934,173.3,shape,False,True,America/New_York,4,29661 29683,1840035725
coupeville,Coupeville,WA,Washington,53029,Island,48.2172,-122.6775,1934,588.2,shape,False,True,America/Los_Angeles,3,98239,1840021075
stagecoach,Stagecoach,NV,Nevada,32019,Lyon,39.3656,-119.3832,1933,89.4,shape,False,False,America/Los_Angeles,3,89429,1840026616
north vacherie,North Vacherie,LA,Louisiana,22093,St. James,30.0048,-90.7109,1933,132.8,shape,False,False,America/Chicago,3,70090,1840031151
princeville,Princeville,IL,Illinois,17143,Peoria,40.9348,-89.7547,1932,440.3,shape,False,True,America/Chicago,3,61559,1840011926
stonebridge,Stonebridge,NJ,New Jersey,34023,Middlesex,40.2947,-74.4653,1932,1627.2,shape,False,False,America/New_York,3,08831,1840143265
dover,Dover,AR,Arkansas,5115,Pope,35.391,-93.1143,1932,263.8,shape,False,True,America/Chicago,3,72837,1840013423
fairmount,Fairmount,TN,Tennessee,47065,Hamilton,35.1865,-85.3303,1932,178.1,shape,False,False,America/Chicago,3,37377,1840013075
hart,Hart,MI,Michigan,26127,Oceana,43.6955,-86.3679,1931,416.8,shape,False,True,America/Detroit,3,49420,1840002662
scenic,Scenic,AZ,Arizona,4015,Mohave,36.793,-114.0151,1931,45.6,shape,False,True,America/Phoenix,4,86432,1840075488
lake isabella,Lake Isabella,MI,Michigan,26073,Isabella,43.6417,-85.003,1931,214.3,shape,False,True,America/Detroit,3,48893,1840010961
middleport,Middleport,NY,New York,36063,Niagara,43.2117,-78.4757,1931,855.2,shape,False,True,America/New_York,3,14105,1840004273
ellijay,Ellijay,GA,Georgia,13123,Gilmer,34.6914,-84.4839,1931,207.5,shape,False,True,America/New_York,3,30540,1840013575
cabana colony,Cabana Colony,FL,Florida,12099,Palm Beach,26.8555,-80.0864,1930,1737.7,shape,False,True,America/New_York,3,33410 33420,1840042855
cave city,Cave City,AR,Arkansas,5135,Sharp,35.9481,-91.5468,1930,304.3,shape,False,True,America/Chicago,3,72521,1840014445
new johnsonville,New Johnsonville,TN,Tennessee,47085,Humphreys,36.0163,-87.9696,1930,144.8,shape,False,True,America/Chicago,3,37134,1840014480
mediapolis,Mediapolis,IA,Iowa,19057,Des Moines,41.0079,-91.1636,1930,621.0,shape,False,True,America/Chicago,3,52637,1840008281
krugerville,Krugerville,TX,Texas,48121,Denton,33.279,-96.988,1929,468.6,shape,False,True,America/Chicago,3,76227,1840020644
comer,Comer,GA,Georgia,13195,Madison,34.0625,-83.1263,1928,229.9,shape,False,True,America/New_York,3,30629,1840014726
five points,Five Points,OH,Ohio,39165,Warren,39.5594,-84.1868,1928,361.6,shape,False,False,America/New_York,3,45066,1840034075
presidential lakes estates,Presidential Lakes Estates,NJ,New Jersey,34005,Burlington,39.9151,-74.5654,1927,666.2,shape,False,False,America/New_York,3,08015,1840005520
southwest greensburg,Southwest Greensburg,PA,Pennsylvania,42129,Westmoreland,40.2919,-79.5478,1927,1898.4,shape,False,True,America/New_York,3,15601,1840001161
lyons,Lyons,CO,Colorado,8013,Boulder,40.223,-105.2692,1927,545.4,shape,False,True,America/Denver,3,80540,1840022423
allentown,Allentown,NJ,New Jersey,34025,Monmouth,40.1778,-74.5873,1926,1247.3,shape,False,True,America/New_York,3,08501,1840003683
billington heights,Billington Heights,NY,New York,36029,Erie,42.7862,-78.6237,1925,235.3,shape,False,False,America/New_York,3,14052,1840004374
columbus,Columbus,MT,Montana,30095,Stillwater,45.636,-109.2488,1925,541.5,shape,False,True,America/Denver,3,59019,1840022332
tracy city,Tracy City,TN,Tennessee,47061,Grundy,35.262,-85.7515,1924,159.6,shape,False,True,America/Chicago,3,37387,1840016344
lone star,Lone Star,TX,Texas,48343,Morris,32.9392,-94.709,1924,375.5,shape,False,True,America/Chicago,3,75668 75636,1840020675
mountain view ranches,Mountain View Ranches,AZ,Arizona,4005,Coconino,35.2335,-111.4728,1924,151.1,shape,False,False,America/Phoenix,3,86004,1840151073
peosta,Peosta,IA,Iowa,19061,Dubuque,42.4477,-90.8448,1922,262.1,shape,False,True,America/Chicago,3,52068,1840009096
irrigon,Irrigon,OR,Oregon,41049,Morrow,45.8958,-119.4883,1922,570.1,shape,False,True,America/Los_Angeles,3,97844,1840018542
sebewaing,Sebewaing,MI,Michigan,26063,Huron,43.7318,-83.4497,1921,466.6,shape,False,True,America/Detroit,3,48759,1840013153
woodworth,Woodworth,OH,Ohio,39099,Mahoning,40.9778,-80.6546,1921,240.3,shape,False,False,America/New_York,3,44514 44452,1840034221
williamsport,Williamsport,IN,Indiana,18171,Warren,40.2884,-87.2922,1921,568.5,shape,False,True,America/Indiana/Indianapolis,3,47993,1840014427
pinckney,Pinckney,MI,Michigan,26093,Livingston,42.4543,-83.9457,1920,459.6,shape,False,True,America/Detroit,3,48169,1840011079
port dickinson,Port Dickinson,NY,New York,36007,Broome,42.1361,-75.8939,1920,1183.0,shape,False,True,America/New_York,3,13901,1840004660
west hamburg,West Hamburg,PA,Pennsylvania,42011,Berks,40.5524,-76.002,1920,227.9,shape,False,False,America/New_York,3,19526,1840035303
beech mountain lakes,Beech Mountain Lakes,PA,Pennsylvania,42079,Luzerne,41.0437,-75.9323,1920,477.3,shape,False,False,America/New_York,3,18222,1840035447
coalgate,Coalgate,OK,Oklahoma,40029,Coal,34.5323,-96.2209,1919,408.0,shape,False,True,America/Chicago,3,74538,1840019248
granger,Granger,IA,Iowa,19049,Dallas,41.7617,-93.8236,1919,300.0,shape,False,True,America/Chicago,3,50109,1840008158
sesser,Sesser,IL,Illinois,17055,Franklin,38.0906,-89.051,1919,705.5,shape,False,True,America/Chicago,3,62884,1840009852
ben avon,Ben Avon,PA,Pennsylvania,42003,Allegheny,40.5058,-80.0814,1919,1816.5,shape,False,True,America/New_York,3,15202,1840001204
britt,Britt,IA,Iowa,19081,Hancock,43.0986,-93.803,1919,553.0,shape,False,True,America/Chicago,3,50423,1840004340
west carthage,West Carthage,NY,New York,36045,Jefferson,43.973,-75.6219,1918,566.4,shape,False,True,America/New_York,3,13619,1840004118
south congaree,South Congaree,SC,South Carolina,45063,Lexington,33.9094,-81.1375,1918,225.2,shape,False,True,America/New_York,3,29170 29172,1840017968
kingston,Kingston,OK,Oklahoma,40095,Marshall,34.0004,-96.7062,1918,337.6,shape,False,True,America/Chicago,3,73439,1840021925
comfort,Comfort,TX,Texas,48259,Kendall,29.9704,-98.9046,1917,213.5,shape,False,False,America/Chicago,3,78013,1840018257
canyonville,Canyonville,OR,Oregon,41019,Douglas,42.9273,-123.2789,1917,698.5,shape,False,True,America/Los_Angeles,3,97417,1840018639
bayou vista,Bayou Vista,TX,Texas,48167,Galveston,29.3257,-94.939,1916,1640.7,shape,False,True,America/Chicago,3,77563,1840019664
butler,Butler,GA,Georgia,13269,Taylor,32.557,-84.2377,1916,227.9,shape,False,True,America/New_York,3,31006,1840013809
dunstan,Dunstan,ME,Maine,23005,Cumberland,43.5691,-70.3884,1916,234.0,shape,False,False,America/New_York,3,04074 04070,1840143133
l'anse,L'Anse,MI,Michigan,26013,Baraga,46.7526,-88.4477,1916,283.7,shape,False,True,America/Detroit,3,49946,1840010915
coalville,Coalville,UT,Utah,49043,Summit,40.912,-111.413,1915,119.8,shape,False,True,America/Denver,3,84017,1840018723
pinetop country club,Pinetop Country Club,AZ,Arizona,4017,Navajo,34.1164,-109.8909,1915,109.9,shape,False,True,America/Phoenix,4,85935,1840075441
troy,Troy,TN,Tennessee,47131,Obion,36.342,-89.1583,1915,548.7,shape,False,True,America/Chicago,3,38260,1840016068
allendale,Allendale,CA,California,6095,Solano,38.4427,-121.9815,1915,120.5,shape,False,False,America/Los_Angeles,3,95688,1840022509
meyers,Meyers,CA,California,6017,El Dorado,38.8344,-120.0189,1914,295.7,shape,False,False,America/Los_Angeles,3,96150,1840140322
winchester,Winchester,MO,Missouri,29189,St. Louis,38.5897,-90.526,1914,1873.8,shape,False,True,America/Chicago,3,63021,1840010747
lake hamilton,Lake Hamilton,AR,Arkansas,5051,Garland,34.4264,-93.0887,1912,356.5,shape,False,False,America/Chicago,3,71913,1840013588
jonesboro,Jonesboro,IL,Illinois,17181,Union,37.451,-89.2666,1912,273.4,shape,False,True,America/Chicago,3,62952,1840008737
hamilton,Hamilton,GA,Georgia,13145,Harris,32.7647,-84.8753,1911,216.2,shape,False,True,America/New_York,3,31811,1840013803
tieton,Tieton,WA,Washington,53077,Yakima,46.7027,-120.756,1911,853.7,shape,False,True,America/Los_Angeles,3,98947,1840022319
jerome,Jerome,IL,Illinois,17167,Sangamon,39.7677,-89.6785,1910,1596.6,shape,False,True,America/Chicago,3,62704,1840012442
seth ward,Seth Ward,TX,Texas,48189,Hale,34.2163,-101.6945,1909,326.9,shape,False,False,America/Chicago,3,79072,1840019271
minonk,Minonk,IL,Illinois,17203,Woodford,40.9104,-89.0381,1909,307.1,shape,False,True,America/Chicago,3,61760,1840008295
hamilton,Hamilton,MO,Missouri,29025,Caldwell,39.7433,-94.0027,1909,501.9,shape,False,True,America/Chicago,3,64644,1840007320
durham,Durham,OR,Oregon,41067,Washington,45.3941,-122.758,1909,1799.4,shape,False,True,America/Los_Angeles,3,97224,1840018558
munising,Munising,MI,Michigan,26003,Alger,46.4172,-86.6439,1907,140.0,shape,False,True,America/Detroit,3,49862,1840003924
knollwood,Knollwood,IL,Illinois,17097,Lake,42.2846,-87.8793,1907,1217.5,shape,False,False,America/Chicago,3,60044,1840026206
corralitos,Corralitos,CA,California,6087,Santa Cruz,36.9941,-121.7892,1906,82.6,shape,False,False,America/Los_Angeles,3,95076,1840017647
pineville,Pineville,KY,Kentucky,21013,Bell,36.7532,-83.7076,1906,218.2,shape,False,True,America/New_York,3,40977,1840014407
ackerman,Ackerman,MS,Mississippi,28019,Choctaw,33.311,-89.1711,1906,322.3,shape,False,True,America/Chicago,3,39735,1840015717
clearwater,Clearwater,MN,Minnesota,27171,Wright,45.4102,-94.0447,1904,411.3,shape,False,True,America/Chicago,3,55320,1840006704
durant,Durant,IA,Iowa,19031,Cedar,41.6011,-90.9138,1904,595.8,shape,False,True,America/Chicago,3,52747,1840008146
durant,Durant,MS,Mississippi,28051,Holmes,33.0799,-89.8566,1904,328.2,shape,False,True,America/Chicago,3,39063,1840013775
navesink,Navesink,NJ,New Jersey,34025,Monmouth,40.402,-74.0387,1904,831.7,shape,False,False,America/New_York,3,07716 07760,1840005443
wewahitchka,Wewahitchka,FL,Florida,12045,Gulf,30.1148,-85.1935,1904,109.8,shape,False,True,America/Chicago,3,32465,1840015938
ida grove,Ida Grove,IA,Iowa,19093,Ida,42.3439,-95.4733,1904,334.7,shape,False,True,America/Chicago,3,51445,1840006957
bristol,Bristol,IN,Indiana,18039,Elkhart,41.7184,-85.8228,1903,138.5,shape,False,True,America/Indiana/Indianapolis,3,46507,1840009238
capac,Capac,MI,Michigan,26147,St. Clair,43.0074,-82.9271,1903,395.4,shape,False,True,America/Detroit,3,48014,1840010911
home garden,Home Garden,CA,California,6031,Kings,36.3028,-119.637,1903,1662.7,shape,False,False,America/Los_Angeles,3,93230,1840017717
malta,Malta,MT,Montana,30071,Phillips,48.3554,-107.8702,1902,684.1,shape,False,True,America/Denver,3,59538,1840019756
